datetime,season,workingday,weather,temp,humidity,windspeed,count,company_id
'2011-07-19 13:00:00','3','1',Nice,35.26,53,70.015,172,387
'2011-07-19 14:00:00','3','1',Nice,35.26,50,12.998,152,252
'2011-07-19 15:00:00','3','1',Nice,36.08,44,12.998,158,352
'2011-07-19 16:00:00','3','1',Nice,36.9,42,199.995,277,252
'2011-07-19 17:00:00','3','1',Nice,32.8,66,0.0,513,431
'2011-07-19 18:00:00','3','1',Nice,32.8,66,89.981,530,356
'2011-07-19 19:00:00','3','1',Nice,31.16,75,12.998,388,442
'2011-07-19 20:00:00','3','1',Nice,30.34,74,60.032,277,352
'2011-07-19 21:00:00','3','1',Nice,30.34,74,89.981,241,425
'2011-07-19 22:00:00','3','1',Nice,30.34,74,0.0,156,356
'2011-07-19 23:00:00','3','1',Light rain,29.52,79,110.014,92,60
'2011-08-01 00:00:00','3','1',Nice,29.52,70,150.013,29,436
'2011-08-01 01:00:00','3','1',Nice,29.52,74,12.998,17,58
'2011-08-01 02:00:00','3','1',Nice,28.7,74,70.015,11,3
'2011-08-01 03:00:00','3','1',Nice,28.7,79,110.014,4,151
'2011-08-01 04:00:00','3','1',Nice,27.06,83,89.981,4,436
'2011-08-01 05:00:00','3','1',Nice,27.06,83,70.015,26,402
'2011-08-01 06:00:00','3','1',Nice,27.06,83,60.032,100,54
'2011-08-01 07:00:00','3','1',Nice,30.34,62,0.0,282,387
'2011-08-01 08:00:00','3','1',Nice,32.8,43,12.998,382,352
'2011-08-01 09:00:00','3','1',Nice,33.62,41,0.0,166,353
'2011-08-01 10:00:00','3','1',Nice,35.26,36,110.014,97,402
'2011-08-01 11:00:00','3','1',Nice,36.08,32,110.014,119,352
'2011-08-01 12:00:00','3','1',Nice,36.9,33,169.979,168,387
'2011-08-01 13:00:00','3','1',Nice,36.9,31,199.995,150,352
'2011-08-01 14:00:00','3','1',Nice,37.72,29,12.998,123,387
'2011-08-01 15:00:00','3','1',Nice,36.9,27,0.0,129,387
'2011-08-01 16:00:00','3','1',Nice,36.9,27,0.0,231,352
'2011-08-01 17:00:00','3','1',Nice,31.16,45,199.995,514,425
'2011-08-01 18:00:00','3','1',Nice,31.98,43,12.998,543,3
'2011-08-01 19:00:00','3','1',Nice,30.34,51,150.013,413,442
'2011-08-01 20:00:00','3','1',Nice,29.52,62,150.013,305,352
'2011-08-01 21:00:00','3','1',Nice,28.7,70,169.979,220,228
'2011-08-01 22:00:00','3','1',Nice,28.7,70,60.032,137,252
'2011-08-01 23:00:00','3','1',Nice,27.88,74,12.998,96,352
'2011-08-02 00:00:00','3','1',Nice,27.06,74,0.0,29,228
'2011-08-02 01:00:00','3','1',Nice,27.06,74,70.015,12,151
'2011-08-02 02:00:00','3','1',Nice,27.88,69,0.0,8,387
'2011-08-02 03:00:00','3','1',Nice,27.06,74,12.998,5,352
'2011-08-02 04:00:00','3','1',Nice,27.06,74,70.015,10,60
'2011-08-02 05:00:00','3','1',Nice,27.06,74,89.981,21,252
'2011-08-02 06:00:00','3','1',Nice,27.88,69,70.015,117,431
'2011-08-02 07:00:00','3','1',Nice,29.52,61,190.012,335,58
'2011-08-02 08:00:00','3','1',Nice,30.34,58,190.012,435,356
'2011-08-02 09:00:00','3','1',Nice,31.98,46,199.995,213,425
'2011-08-02 10:00:00','3','1',Nice,33.62,36,199.995,140,387
'2011-08-02 11:00:00','3','1',Nice,34.44,32,279.993,128,352
'2011-08-02 12:00:00','3','1',Nice,35.26,30,190.012,157,352
'2011-08-02 13:00:00','3','1',Nice,35.26,30,150.013,203,442
'2011-08-02 14:00:00','3','1',Nice,36.9,25,190.012,159,387
'2011-08-02 15:00:00','3','1',Nice,36.9,25,190.012,168,387
'2011-08-02 16:00:00','3','1',Nice,36.9,25,190.012,274,387
'2011-08-02 17:00:00','3','1',Cloudy,36.9,27,89.981,556,425
'2011-08-02 18:00:00','3','1',Cloudy,35.26,34,12.998,556,58
'2011-08-02 19:00:00','3','1',Cloudy,35.26,36,150.013,454,252
'2011-08-02 20:00:00','3','1',Cloudy,33.62,46,169.979,288,402
'2011-08-02 21:00:00','3','1',Nice,32.8,52,150.013,254,402
'2011-08-02 22:00:00','3','1',Cloudy,31.98,59,110.014,191,442
'2011-08-02 23:00:00','3','1',Cloudy,32.8,49,110.014,132,58
'2011-08-03 00:00:00','3','1',Cloudy,32.8,49,110.014,43,387
'2011-08-03 01:00:00','3','1',Cloudy,31.98,52,110.014,16,387
'2011-08-03 02:00:00','3','1',Cloudy,31.98,49,110.014,11,58
'2011-08-03 03:00:00','3','1',Cloudy,31.16,55,60.032,4,58
'2011-08-03 04:00:00','3','1',Cloudy,31.16,52,110.014,7,436
'2011-08-03 05:00:00','3','1',Cloudy,31.16,55,60.032,24,252
'2011-08-03 06:00:00','3','1',Light rain,29.52,66,329.975,110,353
'2011-08-03 07:00:00','3','1',Cloudy,30.34,51,150.013,271,352
'2011-08-03 08:00:00','3','1',Cloudy,30.34,51,110.014,437,431
'2011-08-03 09:00:00','3','1',Cloudy,30.34,55,12.998,195,352
'2011-08-03 10:00:00','3','1',Light rain,30.34,58,60.032,68,228
'2011-08-03 11:00:00','3','1',Cloudy,30.34,58,70.015,122,387
'2011-08-03 12:00:00','3','1',Light rain,31.16,55,89.981,161,387
'2011-08-03 13:00:00','3','1',Cloudy,31.16,58,150.013,144,58
'2011-08-03 14:00:00','3','1',Cloudy,31.16,58,150.013,147,387
'2011-08-03 15:00:00','3','1',Cloudy,28.7,79,89.981,118,352
'2011-08-03 16:00:00','3','1',Light rain,27.88,79,0.0,150,431
'2011-08-03 17:00:00','3','1',Cloudy,28.7,79,0.0,425,431
'2011-08-03 18:00:00','3','1',Light rain,28.7,84,0.0,492,402
'2011-08-03 19:00:00','3','1',Light rain,28.7,84,0.0,321,252
'2011-08-03 20:00:00','3','1',Light rain,28.7,84,70.015,87,436
'2011-08-03 21:00:00','3','1',Cloudy,27.88,89,89.981,88,387
'2011-08-03 22:00:00','3','1',Light rain,27.88,89,70.015,77,442
'2011-08-03 23:00:00','3','1',Cloudy,27.88,89,60.032,56,252
'2011-08-04 00:00:00','3','1',Cloudy,27.88,89,60.032,17,151
'2011-08-04 01:00:00','3','1',Cloudy,27.06,94,60.032,17,436
'2011-08-04 02:00:00','3','1',Cloudy,27.06,94,60.032,7,387
'2011-08-04 03:00:00','3','1',Light rain,27.06,94,60.032,3,436
'2011-08-04 04:00:00','3','1',Cloudy,27.88,89,0.0,7,252
'2011-08-04 05:00:00','3','1',Cloudy,27.88,89,0.0,20,151
'2011-08-04 06:00:00','3','1',Cloudy,27.88,89,199.995,97,352
'2011-08-04 07:00:00','3','1',Cloudy,27.88,89,199.995,282,352
'2011-08-04 08:00:00','3','1',Cloudy,28.7,82,239.994,398,58
'2011-08-04 09:00:00','3','1',Nice,29.52,74,220.028,187,352
'2011-08-04 10:00:00','3','1',Nice,29.52,71,199.995,113,387
'2011-08-04 11:00:00','3','1',Cloudy,30.34,66,150.013,149,442
'2011-08-04 12:00:00','3','1',Cloudy,31.16,62,150.013,205,352
'2011-08-04 13:00:00','3','1',Nice,31.16,58,0.0,205,353
'2011-08-04 14:00:00','3','1',Nice,32.8,55,110.014,167,252
'2011-08-04 15:00:00','3','1',Nice,32.8,55,169.979,165,425
'2011-08-04 16:00:00','3','1',Nice,31.16,62,220.028,290,352
'2011-08-04 17:00:00','3','1',Nice,31.16,62,220.028,555,425
'2011-08-04 18:00:00','3','1',Nice,28.7,74,199.995,523,54
'2011-08-04 19:00:00','3','1',Nice,28.7,74,190.012,366,425
'2011-08-04 20:00:00','3','1',Cloudy,28.7,74,12.998,286,356
'2011-08-04 21:00:00','3','1',Cloudy,28.7,74,12.998,211,252
'2011-08-04 22:00:00','3','1',Nice,27.88,74,12.998,174,58
'2011-08-04 23:00:00','3','1',Nice,27.06,74,70.015,132,387
'2011-08-05 00:00:00','3','1',Nice,27.06,74,70.015,54,252
'2011-08-05 01:00:00','3','1',Nice,26.24,78,60.032,19,353
'2011-08-05 02:00:00','3','1',Nice,27.06,69,0.0,19,425
'2011-08-05 03:00:00','3','1',Nice,26.24,78,60.032,6,252
'2011-08-05 04:00:00','3','1',Nice,26.24,78,89.981,7,228
'2011-08-05 05:00:00','3','1',Nice,26.24,78,60.032,16,431
'2011-08-05 06:00:00','3','1',Nice,26.24,78,89.981,101,387
'2011-08-05 07:00:00','3','1',Nice,27.06,78,89.981,270,431
'2011-08-05 08:00:00','3','1',Nice,28.7,65,150.013,454,151
'2011-08-05 09:00:00','3','1',Nice,29.52,58,70.015,226,356
'2011-08-05 10:00:00','3','1',Nice,30.34,55,89.981,163,252
'2011-08-05 11:00:00','3','1',Cloudy,31.16,52,169.979,147,431
'2011-08-05 12:00:00','3','1',Nice,31.16,52,169.979,216,58
'2011-08-05 13:00:00','3','1',Nice,31.98,52,169.979,204,228
'2011-08-05 14:00:00','3','1',Cloudy,31.98,52,169.979,245,352
'2011-08-05 15:00:00','3','1',Nice,31.16,55,169.979,210,402
'2011-08-05 16:00:00','3','1',Nice,32.8,49,169.979,330,431
'2011-08-05 17:00:00','3','1',Nice,31.98,49,199.995,550,356
'2011-08-05 18:00:00','3','1',Nice,31.16,52,169.979,466,436
'2011-08-05 19:00:00','3','1',Nice,30.34,55,169.979,372,58
'2011-08-05 20:00:00','3','1',Nice,29.52,58,150.013,291,436
'2011-08-05 21:00:00','3','1',Nice,28.7,65,12.998,173,353
'2011-08-05 22:00:00','3','1',Nice,28.7,65,150.013,188,387
'2011-08-05 23:00:00','3','1',Nice,27.88,69,150.013,139,58
'2011-08-06 00:00:00','3','0',Nice,27.06,78,12.998,133,58
'2011-08-06 01:00:00','3','0',Nice,27.06,78,110.014,67,431
'2011-08-06 02:00:00','3','0',Nice,27.06,78,150.013,53,387
'2011-08-06 03:00:00','3','0',Cloudy,27.06,78,110.014,42,387
'2011-08-06 04:00:00','3','0',Cloudy,27.06,83,110.014,10,352
'2011-08-06 05:00:00','3','0',Nice,26.24,89,60.032,6,387
'2011-08-06 06:00:00','3','0',Nice,26.24,89,70.015,27,387
'2011-08-06 07:00:00','3','0',Nice,27.88,83,110.014,63,352
'2011-08-06 08:00:00','3','0',Nice,27.88,83,110.014,121,58
'2011-08-06 09:00:00','3','0',Nice,30.34,70,150.013,215,356
'2011-08-06 10:00:00','3','0',Cloudy,30.34,70,190.012,290,353
'2011-08-06 11:00:00','3','0',Nice,31.98,62,150.013,349,387
'2011-08-06 12:00:00','3','0',Nice,32.8,55,150.013,382,252
'2011-08-06 13:00:00','3','0',Cloudy,32.8,59,220.028,441,387
'2011-08-06 14:00:00','3','0',Nice,33.62,52,169.979,380,228
'2011-08-06 15:00:00','3','0',Cloudy,34.44,53,169.979,362,442
'2011-08-06 16:00:00','3','0',Light rain,30.34,79,110.014,343,58
'2011-08-06 17:00:00','3','0',Light rain,30.34,79,110.014,149,228
'2011-08-06 18:00:00','3','0',Cloudy,29.52,79,300.026,211,352
'2011-08-06 19:00:00','3','0',Light rain,29.52,84,169.979,171,60
'2011-08-06 20:00:00','3','0',Light rain,29.52,79,190.012,137,352
'2011-08-06 21:00:00','3','0',Cloudy,28.7,84,220.028,114,54
'2011-08-06 22:00:00','3','0',Cloudy,28.7,84,220.028,120,387
'2011-08-06 23:00:00','3','0',Light rain,28.7,84,190.012,108,425
'2011-08-07 00:00:00','3','0',Cloudy,28.7,84,190.012,80,352
'2011-08-07 01:00:00','3','0',Cloudy,28.7,84,169.979,73,252
'2011-08-07 02:00:00','3','0',Cloudy,28.7,84,150.013,66,356
'2011-08-07 03:00:00','3','0',Cloudy,28.7,84,89.981,32,387
'2011-08-07 04:00:00','3','0',Nice,28.7,84,89.981,6,387
'2011-08-07 05:00:00','3','0',Nice,28.7,89,12.998,5,3
'2011-08-07 06:00:00','3','0',Nice,28.7,89,110.014,13,387
'2011-08-07 07:00:00','3','0',Nice,28.7,84,12.998,39,58
'2011-08-07 08:00:00','3','0',Nice,29.52,79,12.998,89,387
'2011-08-07 09:00:00','3','0',Nice,31.16,75,70.015,184,402
'2011-08-07 10:00:00','3','0',Nice,32.8,66,89.981,266,54
'2011-08-07 11:00:00','3','0',Nice,33.62,63,0.0,269,352
'2011-08-07 12:00:00','3','0',Nice,36.9,42,199.995,370,58
'2011-08-07 13:00:00','3','0',Nice,36.9,42,199.995,324,352
'2011-08-07 14:00:00','3','0',Nice,35.26,47,12.998,322,356
'2011-08-07 15:00:00','3','0',Light rain,29.52,74,199.995,326,387
'2011-08-07 16:00:00','3','0',Light rain,29.52,74,199.995,193,356
'2011-08-07 17:00:00','3','0',Light rain,30.34,74,430.006,194,252
'2011-08-07 18:00:00','3','0',Nice,29.52,74,60.032,229,356
'2011-08-07 19:00:00','3','0',Nice,29.52,79,110.014,228,352
'2011-08-07 20:00:00','3','0',Nice,29.52,84,89.981,183,60
'2011-08-07 21:00:00','3','0',Nice,29.52,84,70.015,136,58
'2011-08-07 22:00:00','3','0',Nice,28.7,89,12.998,103,151
'2011-08-07 23:00:00','3','0',Nice,28.7,79,70.015,55,58
'2011-08-08 00:00:00','3','1',Nice,28.7,79,70.015,30,436
'2011-08-08 01:00:00','3','1',Nice,27.88,83,89.981,12,352
'2011-08-08 02:00:00','3','1',Nice,27.06,89,0.0,7,431
'2011-08-08 03:00:00','3','1',Nice,27.06,89,0.0,1,353
'2011-08-08 04:00:00','3','1',Nice,27.06,89,70.015,10,252
'2011-08-08 05:00:00','3','1',Nice,28.7,79,60.032,15,58
'2011-08-08 06:00:00','3','1',Nice,28.7,65,190.012,95,387
'2011-08-08 07:00:00','3','1',Nice,29.52,62,199.995,267,402
'2011-08-08 08:00:00','3','1',Nice,30.34,58,220.028,349,58
'2011-08-08 09:00:00','3','1',Nice,31.16,55,260.027,183,352
'2011-08-08 10:00:00','3','1',Nice,32.8,52,260.027,124,352
'2011-08-08 11:00:00','3','1',Nice,33.62,48,239.994,179,54
'2011-08-08 12:00:00','3','1',Nice,33.62,46,169.979,182,431
'2011-08-08 13:00:00','3','1',Nice,34.44,44,199.995,151,352
'2011-08-08 14:00:00','3','1',Nice,33.62,43,199.995,150,387
'2011-08-08 15:00:00','3','1',Nice,34.44,41,199.995,126,353
'2011-08-08 16:00:00','3','1',Nice,35.26,39,190.012,282,58
'2011-08-08 17:00:00','3','1',Nice,35.26,39,110.014,527,402
'2011-08-08 18:00:00','3','1',Nice,34.44,41,89.981,529,58
'2011-08-08 19:00:00','3','1',Nice,33.62,43,70.015,416,352
'2011-08-08 20:00:00','3','1',Nice,32.8,55,0.0,286,228
'2011-08-08 21:00:00','3','1',Nice,31.16,58,60.032,186,387
'2011-08-08 22:00:00','3','1',Nice,31.16,58,70.015,147,58
'2011-08-08 23:00:00','3','1',Nice,30.34,66,70.015,72,228
'2011-08-09 00:00:00','3','1',Nice,29.52,79,89.981,35,387
'2011-08-09 01:00:00','3','1',Nice,29.52,66,0.0,14,352
'2011-08-09 02:00:00','3','1',Nice,29.52,70,0.0,12,387
'2011-08-09 03:00:00','3','1',Nice,29.52,62,0.0,3,352
'2011-08-09 04:00:00','3','1',Nice,28.7,74,0.0,7,352
'2011-08-09 05:00:00','3','1',Nice,28.7,65,60.032,30,352
'2011-08-09 06:00:00','3','1',Nice,29.52,64,0.0,101,252
'2011-08-09 07:00:00','3','1',Nice,29.52,74,70.015,343,58
'2011-08-09 08:00:00','3','1',Nice,30.34,66,0.0,392,442
'2011-08-09 09:00:00','3','1',Cloudy,31.98,62,89.981,175,402
'2011-08-09 10:00:00','3','1',Cloudy,32.8,59,150.013,144,431
'2011-08-09 11:00:00','3','1',Nice,32.8,59,150.013,149,353
'2011-08-09 12:00:00','3','1',Nice,33.62,56,12.998,185,387
'2011-08-09 13:00:00','3','1',Nice,34.44,49,110.014,175,58
'2011-08-09 14:00:00','3','1',Nice,35.26,44,190.012,148,387
'2011-08-09 15:00:00','3','1',Nice,35.26,39,190.012,164,387
'2011-08-09 16:00:00','3','1',Nice,35.26,39,199.995,285,431
'2011-08-09 17:00:00','3','1',Nice,32.8,55,110.014,532,353
'2011-08-09 18:00:00','3','1',Nice,32.8,55,12.998,585,402
'2011-08-09 19:00:00','3','1',Nice,32.8,49,70.015,371,431
'2011-08-09 20:00:00','3','1',Nice,32.8,43,12.998,292,431
'2011-08-09 21:00:00','3','1',Nice,31.98,46,169.979,230,228
'2011-08-09 22:00:00','3','1',Nice,31.98,46,199.995,155,252
'2011-08-09 23:00:00','3','1',Nice,31.16,48,190.012,75,228
'2011-08-10 00:00:00','3','1',Nice,30.34,51,150.013,37,387
'2011-08-10 01:00:00','3','1',Nice,29.52,54,12.998,17,442
'2011-08-10 02:00:00','3','1',Nice,29.52,54,110.014,11,352
'2011-08-10 03:00:00','3','1',Nice,28.7,58,110.014,4,425
'2011-08-10 04:00:00','3','1',Nice,28.7,54,89.981,5,58
'2011-08-10 05:00:00','3','1',Nice,27.88,61,60.032,32,58
'2011-08-10 06:00:00','3','1',Nice,27.88,61,0.0,119,151
'2011-08-10 07:00:00','3','1',Nice,28.7,58,60.032,305,3
'2011-08-10 08:00:00','3','1',Nice,30.34,51,12.998,399,228
'2011-08-10 09:00:00','3','1',Nice,31.16,48,150.013,180,442
'2011-08-10 10:00:00','3','1',Nice,32.8,43,150.013,113,352
'2011-08-10 11:00:00','3','1',Nice,32.8,41,260.027,149,402
'2011-08-10 12:00:00','3','1',Nice,33.62,38,199.995,240,431
'2011-08-10 13:00:00','3','1',Nice,33.62,38,190.012,191,352
'2011-08-10 14:00:00','3','1',Nice,34.44,34,220.028,178,352
'2011-08-10 15:00:00','3','1',Nice,35.26,30,220.028,194,387
'2011-08-10 16:00:00','3','1',Nice,35.26,26,199.995,282,353
'2011-08-10 17:00:00','3','1',Nice,34.44,26,199.995,584,431
'2011-08-10 18:00:00','3','1',Nice,33.62,28,199.995,559,442
'2011-08-10 19:00:00','3','1',Nice,32.8,26,169.979,413,431
'2011-08-10 20:00:00','3','1',Nice,31.16,31,89.981,312,252
'2011-08-10 21:00:00','3','1',Nice,31.16,33,70.015,209,387
'2011-08-10 22:00:00','3','1',Nice,30.34,37,0.0,139,352
'2011-08-10 23:00:00','3','1',Nice,30.34,37,60.032,108,431
'2011-08-11 00:00:00','3','1',Nice,28.7,45,70.015,46,387
'2011-08-11 01:00:00','3','1',Nice,28.7,45,89.981,26,252
'2011-08-11 02:00:00','3','1',Nice,27.06,54,89.981,11,442
'2011-08-11 03:00:00','3','1',Nice,26.24,57,89.981,9,352
'2011-08-11 04:00:00','3','1',Nice,26.24,57,110.014,5,54
'2011-08-11 05:00:00','3','1',Nice,26.24,61,12.998,25,352
'2011-08-11 06:00:00','3','1',Nice,25.42,65,110.014,106,3
'2011-08-11 07:00:00','3','1',Nice,27.06,54,89.981,307,436
'2011-08-11 08:00:00','3','1',Nice,28.7,45,110.014,390,387
'2011-08-11 09:00:00','3','1',Nice,29.52,39,150.013,197,387
'2011-08-11 10:00:00','3','1',Nice,30.34,37,169.979,132,442
'2011-08-11 11:00:00','3','1',Nice,31.16,35,169.979,187,352
'2011-08-11 12:00:00','3','1',Nice,31.98,31,169.979,214,387
'2011-08-11 13:00:00','3','1',Nice,31.16,31,150.013,217,352
'2011-08-11 14:00:00','3','1',Nice,32.8,29,0.0,142,58
'2011-08-11 15:00:00','3','1',Nice,32.8,29,199.995,178,431
'2011-08-11 16:00:00','3','1',Nice,32.8,27,12.998,298,60
'2011-08-11 17:00:00','3','1',Nice,32.8,29,169.979,582,356
'2011-08-11 18:00:00','3','1',Nice,31.98,29,60.032,571,151
'2011-08-11 19:00:00','3','1',Nice,30.34,35,12.998,371,402
'2011-08-11 20:00:00','3','1',Nice,29.52,37,89.981,288,352
'2011-08-11 21:00:00','3','1',Nice,28.7,48,60.032,206,356
'2011-08-11 22:00:00','3','1',Nice,28.7,48,0.0,157,387
'2011-08-11 23:00:00','3','1',Nice,27.06,50,110.014,127,352
'2011-08-12 00:00:00','3','1',Nice,26.24,53,110.014,65,228
'2011-08-12 01:00:00','3','1',Nice,26.24,53,89.981,23,387
'2011-08-12 02:00:00','3','1',Nice,25.42,57,12.998,15,352
'2011-08-12 03:00:00','3','1',Nice,25.42,53,110.014,9,151
'2011-08-12 04:00:00','3','1',Nice,25.42,53,89.981,5,228
'2011-08-12 05:00:00','3','1',Nice,24.6,56,89.981,26,58
'2011-08-12 06:00:00','3','1',Nice,25.42,50,89.981,76,387
'2011-08-12 07:00:00','3','1',Nice,26.24,44,110.014,264,54
'2011-08-12 08:00:00','3','1',Nice,27.88,39,150.013,426,151
'2011-08-12 09:00:00','3','1',Nice,29.52,34,89.981,205,352
'2011-08-12 10:00:00','3','1',Nice,30.34,33,70.015,130,387
'2011-08-12 11:00:00','3','1',Nice,31.16,29,0.0,156,431
'2011-08-12 12:00:00','3','1',Nice,32.8,27,0.0,222,387
'2011-08-12 13:00:00','3','1',Nice,31.98,29,60.032,253,352
'2011-08-12 14:00:00','3','1',Nice,32.8,29,12.998,186,352
'2011-08-12 15:00:00','3','1',Nice,32.8,29,110.014,249,228
'2011-08-12 16:00:00','3','1',Nice,33.62,28,0.0,334,352
'2011-08-12 17:00:00','3','1',Nice,33.62,26,0.0,516,387
'2011-08-12 18:00:00','3','1',Nice,31.16,40,199.995,465,402
'2011-08-12 19:00:00','3','1',Nice,30.34,42,150.013,385,228
'2011-08-12 20:00:00','3','1',Nice,29.52,42,150.013,287,352
'2011-08-12 21:00:00','3','1',Nice,28.7,48,89.981,226,352
'2011-08-12 22:00:00','3','1',Nice,27.88,51,0.0,231,436
'2011-08-12 23:00:00','3','1',Nice,27.88,51,0.0,151,352
'2011-08-13 00:00:00','3','0',Nice,27.88,51,70.015,84,352
'2011-08-13 01:00:00','3','0',Cloudy,27.88,57,60.032,77,436
'2011-08-13 02:00:00','3','0',Nice,27.88,57,0.0,74,252
'2011-08-13 03:00:00','3','0',Nice,27.06,65,89.981,27,387
'2011-08-13 04:00:00','3','0',Cloudy,26.24,73,89.981,10,352
'2011-08-13 05:00:00','3','0',Nice,26.24,73,70.015,18,58
'2011-08-13 06:00:00','3','0',Nice,26.24,73,60.032,22,387
'2011-08-13 07:00:00','3','0',Cloudy,27.06,74,12.998,44,387
'2011-08-13 08:00:00','3','0',Cloudy,28.7,65,110.014,118,353
'2011-08-13 09:00:00','3','0',Cloudy,28.7,74,110.014,208,442
'2011-08-13 10:00:00','3','0',Cloudy,29.52,74,150.013,260,387
'2011-08-13 11:00:00','3','0',Cloudy,30.34,70,12.998,314,356
'2011-08-13 12:00:00','3','0',Cloudy,27.06,89,110.014,421,58
'2011-08-13 13:00:00','3','0',Cloudy,30.34,74,220.028,153,352
'2011-08-13 14:00:00','3','0',Nice,30.34,70,169.979,259,352
'2011-08-13 15:00:00','3','0',Light rain,27.88,79,239.994,358,228
'2011-08-13 16:00:00','3','0',Cloudy,28.7,74,190.012,281,58
'2011-08-13 17:00:00','3','0',Cloudy,29.52,74,169.979,269,387
'2011-08-13 18:00:00','3','0',Nice,28.7,74,150.013,292,431
'2011-08-13 19:00:00','3','0',Cloudy,27.88,79,190.012,237,252
'2011-08-13 20:00:00','3','0',Cloudy,27.88,83,150.013,183,352
'2011-08-13 21:00:00','3','0',Cloudy,27.88,83,260.027,167,54
'2011-08-13 22:00:00','3','0',Cloudy,27.88,83,260.027,154,353
'2011-08-13 23:00:00','3','0',Cloudy,27.06,83,220.028,120,352
'2011-08-14 00:00:00','3','0',Light rain,27.06,83,199.995,90,387
'2011-08-14 01:00:00','3','0',Light rain,26.24,89,150.013,73,352
'2011-08-14 02:00:00','3','0',Light rain,26.24,89,150.013,62,252
'2011-08-14 03:00:00','3','0',Cloudy,26.24,94,169.979,27,431
'2011-08-14 04:00:00','3','0',Light rain,26.24,94,12.998,3,252
'2011-08-14 05:00:00','3','0',Cloudy,26.24,94,110.014,10,228
'2011-08-14 06:00:00','3','0',Cloudy,26.24,94,70.015,6,252
'2011-08-14 07:00:00','3','0',Cloudy,27.06,89,12.998,24,54
'2011-08-14 08:00:00','3','0',Cloudy,27.06,89,190.012,41,431
'2011-08-14 09:00:00','3','0',Light rain,27.06,89,190.012,103,442
'2011-08-14 10:00:00','3','0',Nice,28.7,79,150.013,183,436
'2011-08-14 11:00:00','3','0',Nice,28.7,79,12.998,198,130
'2011-08-14 12:00:00','3','0',Cloudy,28.7,79,150.013,281,387
'2011-08-14 13:00:00','3','0',Nice,29.52,74,169.979,377,356
'2011-08-14 14:00:00','3','0',Nice,30.34,70,12.998,370,54
'2011-08-14 15:00:00','3','0',Nice,30.34,66,12.998,331,58
'2011-08-14 16:00:00','3','0',Nice,30.34,66,110.014,292,436
'2011-08-14 17:00:00','3','0',Nice,31.16,62,89.981,329,60
'2011-08-14 18:00:00','3','0',Nice,30.34,66,110.014,347,54
'2011-08-14 19:00:00','3','0',Nice,29.52,74,150.013,259,387
'2011-08-14 20:00:00','3','0',Nice,28.7,84,110.014,193,436
'2011-08-14 21:00:00','3','0',Light rain,24.6,88,329.975,155,387
'2011-08-14 22:00:00','3','0',Light rain,24.6,88,329.975,39,352
'2011-08-14 23:00:00','3','0',Light rain,24.6,83,0.0,27,431
'2011-08-15 00:00:00','3','1',Light rain,24.6,88,60.032,25,387
'2011-08-15 01:00:00','3','1',Cloudy,24.6,88,89.981,10,425
'2011-08-15 02:00:00','3','1',Cloudy,24.6,83,0.0,3,387
'2011-08-15 03:00:00','3','1',Nice,24.6,83,12.998,7,442
'2011-08-15 04:00:00','3','1',Nice,24.6,83,89.981,5,3
'2011-08-15 05:00:00','3','1',Cloudy,24.6,88,12.998,17,431
'2011-08-15 06:00:00','3','1',Nice,24.6,88,169.979,90,402
'2011-08-15 07:00:00','3','1',Nice,24.6,88,169.979,258,442
'2011-08-15 08:00:00','3','1',Nice,26.24,78,220.028,355,151
'2011-08-15 09:00:00','3','1',Nice,26.24,78,220.028,222,130
'2011-08-15 10:00:00','3','1',Nice,27.88,69,190.012,141,431
'2011-08-15 11:00:00','3','1',Cloudy,29.52,62,169.979,153,356
'2011-08-15 12:00:00','3','1',Nice,30.34,58,190.012,178,387
'2011-08-15 13:00:00','3','1',Nice,31.98,52,190.012,193,58
'2011-08-15 14:00:00','3','1',Nice,30.34,55,60.032,151,54
'2011-08-15 15:00:00','3','1',Light rain,30.34,55,199.995,182,436
'2011-08-15 16:00:00','3','1',Nice,30.34,55,220.028,283,303
'2011-08-15 17:00:00','3','1',Nice,30.34,51,190.012,530,252
'2011-08-15 18:00:00','3','1',Nice,28.7,65,12.998,483,387
'2011-08-15 19:00:00','3','1',Nice,28.7,65,0.0,397,442
'2011-08-15 20:00:00','3','1',Nice,27.06,74,89.981,285,252
'2011-08-15 21:00:00','3','1',Nice,27.06,65,12.998,184,387
'2011-08-15 22:00:00','3','1',Nice,27.06,69,169.979,98,353
'2011-08-15 23:00:00','3','1',Nice,26.24,69,150.013,88,402
'2011-08-16 00:00:00','3','1',Nice,26.24,69,70.015,31,151
'2011-08-16 01:00:00','3','1',Nice,26.24,69,110.014,16,228
'2011-08-16 02:00:00','3','1',Nice,25.42,73,150.013,4,442
'2011-08-16 03:00:00','3','1',Nice,25.42,73,150.013,6,387
'2011-08-16 04:00:00','3','1',Nice,26.24,69,199.995,5,151
'2011-08-16 05:00:00','3','1',Nice,25.42,73,190.012,30,252
'2011-08-16 06:00:00','3','1',Nice,25.42,73,220.028,119,352
'2011-08-16 07:00:00','3','1',Nice,26.24,69,169.979,346,58
'2011-08-16 08:00:00','3','1',Nice,28.7,58,300.026,441,352
'2011-08-16 09:00:00','3','1',Nice,27.88,61,190.012,198,54
'2011-08-16 10:00:00','3','1',Nice,28.7,58,260.027,111,442
'2011-08-16 11:00:00','3','1',Nice,30.34,51,150.013,150,303
